title,code,type,last update of data,last table structure change,data start,data end,start_year,start_period,end_year,end_period,domain
Labour transitions from temporary to permanent contracts by sex -3-year average,ILC_LVHL36,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2008,2024,2008.0,,2024.0,,ILC
Primary income of private households by NUTS 2 region,TGS00036,dataset,2025-04-30 21:00:00+00:00,2025-04-30 21:00:00+00:00,2012,2023,2012.0,,2023.0,,TGS
Children living in households with very low work intensity by educational attainment level of their parents (population aged 0 to 17 years)  - EU 2020 strategy,ILC_LVHL60,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2004,2024,2004.0,,2024.0,,ILC
Children living in households with very low work intensity by educational attainment level of their parents (population aged 0 to 17 years),ILC_LVHL60N,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
Real growth rate of regional gross value added (GVA) at basic prices by NUTS 2 region,TGS00037,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2012,2023,2012.0,,2023.0,,TGS
"Distribution of population by tenure status, type of household and income group",ILC_LVHO02,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Human resources in science and technology (HRST) by NUTS 2 region,TGS00038,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
Average number of rooms per person by tenure status and dwelling type from 2003 onwards,ILC_LVHO03,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Employment in high-tech sectors by NUTS 2 region,TGS00039,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
Average number of rooms per person by type of household and income group from 2003,ILC_LVHO04,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Intramural R&D expenditure (GERD) by NUTS 2 region,TGS00042,dataset,2025-05-02 09:00:00+00:00,2025-05-02 09:00:00+00:00,2012,2023,2012.0,,2023.0,,TGS
Average number of rooms per person by degree of urbanization,ILC_LVHO04D,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Researchers in all sectors by NUTS 2 region,TGS00043,dataset,2025-05-02 09:00:00+00:00,2025-05-02 09:00:00+00:00,2012,2023,2012.0,,2023.0,,TGS
Animal populations by NUTS 2 region,TGS00045,dataset,2025-03-27 22:00:00+00:00,2025-03-27 22:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
Production of cow's milk on farms by NUTS 2 region,TGS00046,dataset,2024-10-07 21:00:00+00:00,2025-01-23 22:00:00+00:00,2012,2023,2012.0,,2023.0,,TGS
Average number of rooms per person by NUTS 2 region,ILC_LVHO04N,dataset,2025-04-30 09:00:00+00:00,2025-04-24 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Households that have internet access at home by NUTS 2 region,TGS00047,dataset,2024-12-17 10:00:00+00:00,2025-01-23 22:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
Individuals regularly using the internet by NUTS 2 region,TGS00050,dataset,2024-12-17 10:00:00+00:00,2025-01-23 22:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
"Overcrowding rate by age, sex and poverty status - total population",ILC_LVHO05A,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 region,TGS00052,dataset,2024-12-17 10:00:00+00:00,2025-01-23 22:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
All causes of death by NUTS 2 region,TGS00057,dataset,2025-03-21 10:00:00+00:00,2025-03-21 10:00:00+00:00,2013,2021,2013.0,,2021.0,,TGS
Death due to cancer by NUTS 2 region,TGS00058,dataset,2025-03-21 10:00:00+00:00,2025-03-21 10:00:00+00:00,2013,2022,2013.0,,2022.0,,TGS
Overcrowding rate by household type - total population,ILC_LVHO05B,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Death due to ischaemic heart diseases by NUTS 2 region,TGS00059,dataset,2025-03-21 10:00:00+00:00,2025-03-21 10:00:00+00:00,2013,2022,2013.0,,2022.0,,TGS
Overcrowding rate by tenure status - total population,ILC_LVHO05C,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Death due to accidents by NUTS 2 region,TGS00060,dataset,2025-03-21 10:00:00+00:00,2025-03-21 10:00:00+00:00,2013,2022,2013.0,,2022.0,,TGS
Overcrowding rate by degree of urbanisation - total population,ILC_LVHO05D,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Death due to transport accidents by NUTS 2 region,TGS00061,dataset,2025-03-21 10:00:00+00:00,2025-03-21 10:00:00+00:00,2013,2022,2013.0,,2022.0,,TGS
Overcrowding rate by income quintile - total population,ILC_LVHO05Q,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Available beds in hospitals by NUTS 2 region,TGS00064,dataset,2024-09-03 21:00:00+00:00,2025-01-23 22:00:00+00:00,2011,2022,2011.0,,2022.0,,TGS
"Overcrowding rate by age, sex and poverty status - population without single-person households",ILC_LVHO06,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Maritime transport of passengers by NUTS 2 region,TGS00075,dataset,2024-08-29 09:00:00+00:00,2025-01-23 22:00:00+00:00,2011,2022,2011.0,,2022.0,,TGS
Overcrowding rate by income quintile - population without single-person households,ILC_LVHO06Q,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Maritime transport of freight by NUTS 2 region,TGS00076,dataset,2024-08-29 09:00:00+00:00,2025-01-23 22:00:00+00:00,2011,2022,2011.0,,2022.0,,TGS
"Housing cost overburden rate by age, sex and poverty status",ILC_LVHO07A,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Air transport of passengers by NUTS 2 region,TGS00077,dataset,2024-08-29 09:00:00+00:00,2025-01-23 22:00:00+00:00,2011,2022,2011.0,,2022.0,,TGS
Air transport of freight by NUTS 2 region,TGS00078,dataset,2024-08-29 09:00:00+00:00,2025-01-23 22:00:00+00:00,2011,2022,2011.0,,2022.0,,TGS
Population on 1 January by NUTS 2 region,TGS00096,dataset,2025-04-24 21:00:00+00:00,2025-04-24 21:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
"Population change by NUTS 2 region - Crude rates of total change, natural change and net migration plus adjustment",TGS00099,dataset,2025-03-27 22:00:00+00:00,2025-03-27 22:00:00+00:00,2012,2023,2012.0,,2023.0,,TGS
Housing cost overburden rate by income quintile,ILC_LVHO07B,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Total fertility rate by NUTS 2 region,TGS00100,dataset,2025-04-01 21:00:00+00:00,2025-04-01 21:00:00+00:00,2012,2023,2012.0,,2023.0,,TGS
Housing cost overburden rate by tenure status,ILC_LVHO07C,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Life expectancy at birth by sex and NUTS 2 region,TGS00101,dataset,2025-03-21 10:00:00+00:00,2025-03-21 10:00:00+00:00,2012,2023,2012.0,,2023.0,,TGS
Housing cost overburden rate by degree of urbanisation,ILC_LVHO07D,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
At-risk-of-poverty rate by NUTS 2 region,TGS00103,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
Housing cost overburden rate by household type,ILC_LVHO07E,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Severe material deprivation rate by NUTS 2 region,TGS00104,dataset,2025-03-21 22:00:00+00:00,2025-03-21 22:00:00+00:00,2009,2020,2009.0,,2020.0,,TGS
Housing cost overburden rate by NUTS 2 region,ILC_LVHO07_R,dataset,2025-04-30 09:00:00+00:00,2025-03-28 10:00:00+00:00,2021,2024,2021.0,,2024.0,,ILC
"Tertiary educational attainment, age group 25-34 by sex and NUTS 1 region",TGS00105,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
"Median of the housing cost burden distribution by age, sex and poverty status",ILC_LVHO08A,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Early leavers from education and training by sex and NUTS 1 region,TGS00106,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
Median of the housing cost burden distribution by degree of urbanisation,ILC_LVHO08B,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Overcrowding rate by age, sex and group of citizenship (total population aged 18 and over)",ILC_LVHO15,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
People at risk of poverty or social exclusion by NUTS 2 region,TGS00107,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2014,2024,2014.0,,2024.0,,TGS
"Overcrowding rate by age, sex and group of country of birth (total population aged 18 and over)",ILC_LVHO16,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
People living in households with very low work intensity by NUTS 2 region (population aged 0 to 59 years),TGS00108,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
"Housing cost overburden rate by age, sex and group of citizenship (total population aged 18 and over)",ILC_LVHO25,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",TGS00109,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
Nights spent at tourist accommodation establishments by NUTS 2 region,TGS00111,dataset,2025-04-29 09:00:00+00:00,2025-04-29 09:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
"Housing cost overburden rate by age, sex and group of country of birth (total population aged 18 and over)",ILC_LVHO26,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Number of establishments and bed-places by NUTS 2 region,TGS00112,dataset,2025-04-29 09:00:00+00:00,2025-04-29 09:00:00+00:00,2013,2024,2013.0,,2024.0,,TGS
Rail network by NUTS 2 region,TGS00113,dataset,2024-08-28 21:00:00+00:00,2025-01-23 22:00:00+00:00,2011,2022,2011.0,,2022.0,,TGS
Distribution of population by housing cost burden and sex,ILC_LVHO27,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Motorways network by NUTS 2 region,TGS00114,dataset,2024-08-28 21:00:00+00:00,2025-01-23 22:00:00+00:00,2011,2022,2011.0,,2022.0,,TGS
Distribution of population by housing cost burden and tenure status,ILC_LVHO28,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Internet use by individuals,TIN00028,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Distribution of population by housing cost burden and degree of urbanisation,ILC_LVHO29,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Percentage of the ICT sector in Gross value added,TIN00074,dataset,2025-03-20 22:00:00+00:00,2025-03-20 22:00:00+00:00,2011,2022,2011.0,,2022.0,,TIN
Distribution of population by housing cost burden and household type,ILC_LVHO30,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Percentage of the ICT sector personnel in total employment,TIN00085,dataset,2025-03-20 22:00:00+00:00,2025-03-20 22:00:00+00:00,2011,2022,2011.0,,2022.0,,TIN
Average size of dwelling by household composition and degree of urbanisation,ILC_LVHO31,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2020,2024,2020.0,,2024.0,,ILC
Percentage change of value added by ICT sector at current prices,TIN00086,dataset,2025-04-04 21:00:00+00:00,2025-04-04 21:00:00+00:00,2011,2022,2011.0,,2022.0,,TIN
Individuals regularly using the internet,TIN00091,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Individuals frequently using the internet,TIN00092,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Average size of dwelling by income quintile and tenure status,ILC_LVHO32,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2020,2024,2020.0,,2024.0,,ILC
Individuals who have never used the internet,TIN00093,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Individuals using the internet for sending/receiving e-mails,TIN00094,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
"Share of people living in under-occupied dwellings by age, sex and poverty status - total population",ILC_LVHO50A,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Individuals using the internet for finding information about goods and services,TIN00095,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Share of people living in under-occupied dwellings by household type and income quintile - total population,ILC_LVHO50B,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Individuals using the internet for buying goods or services,TIN00096,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2020,2024,2020.0,,2024.0,,TIN
Share of people living in under-occupied dwellings by tenure status - total population,ILC_LVHO50C,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Individuals using the internet for selling goods or services,TIN00098,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Share of people living in under-occupied dwellings by degree of urbanisation - total population,ILC_LVHO50D,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Individuals using the internet for internet banking,TIN00099,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Average household size,ILC_LVPH01,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Individuals using the internet for seeking health-related information,TIN00101,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2011,2024,2011.0,,2024.0,,TIN
Distribution of households by household type from 2003 onwards,ILC_LVPH02,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Individuals using the internet for looking for a job or sending a job application,TIN00102,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2006,2023,2006.0,,2023.0,,TIN
Distribution of households by household type until 2001,ILC_LVPH02H,dataset,2009-11-04 10:00:00+00:00,2023-12-21 22:00:00+00:00,1997,2001,1997.0,,2001.0,,ILC
Individuals using the internet for doing an online course,TIN00103,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2010,2024,2010.0,,2024.0,,TIN
Distribution of households by household size,ILC_LVPH03,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Share of enterprises' turnover on e-commerce - %,TIN00110,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Distribution of households by household type and income level,ILC_LVPH04,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Enterprises having received orders online (at least 1%) - % of enterprises,TIN00111,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Distribution of households with children by number of children,ILC_LVPH05,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Enterprises using software solutions, like CRM to analyse information about clients for marketing purposes",TIN00116,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2010,2021,2010.0,,2021.0,,TIN
Distribution of population by sex and age,ILC_LVPS01,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Individuals using the internet for participating in social networks,TIN00127,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Distribution of population by household type and income group,ILC_LVPS02,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Individuals using the internet for taking part in online consultations or voting,TIN00129,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2011,2024,2011.0,,2024.0,,TIN
Distribution of population by work intensity of the household (population aged 0 to 64 years),ILC_LVPS03,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
Level of internet access - households,TIN00134,dataset,2024-12-17 10:00:00+00:00,2024-12-17 10:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Distribution of population aged 18 and over by educational attainment level and age group,ILC_LVPS04,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
High-tech exports,TIN00140,dataset,2024-01-31 22:00:00+00:00,2025-01-23 22:00:00+00:00,2011,2022,2011.0,,2022.0,,TIN
Persons living with their parents or contributing/benefiting from the household income (population aged 18 to 34 years),ILC_LVPS08,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Business demography main variables - NACE Rev. 2 (B-N excluding K64.2),TIN00170,dataset,2024-01-10 22:00:00+00:00,2025-01-23 22:00:00+00:00,2009,2020,2009.0,,2020.0,,TIN
Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,TIN00171,dataset,2025-05-02 09:00:00+00:00,2025-04-29 09:00:00+00:00,2024-04,2025-03,2024.0,04,2025.0,03,TIN
Share of young adults aged 18-34 living with their parents by self-defined current economic status,ILC_LVPS09,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Percentage change (compared to corresponding period of the previous year) in nights spent at tourist accommodation establishments by residents/non-residents - monthly data,TIN00172,dataset,2025-05-02 09:00:00+00:00,2025-04-29 09:00:00+00:00,2024-04,2025-03,2024.0,04,2025.0,03,TIN
Share of young adults aged 18-34 living with their parents by type of contract,ILC_LVPS10,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodations (NACE Rev. 2, I, 55.1) - monthly data",TIN00173,dataset,2025-05-02 09:00:00+00:00,2025-04-30 09:00:00+00:00,2024-04,2025-03,2024.0,04,2025.0,03,TIN
Distribution of population by group of citizenship and tenure status (population aged 18 and over),ILC_LVPS15,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Arrivals of residents/non-residents at tourist accommodation establishments,TIN00174,dataset,2025-04-29 09:00:00+00:00,2025-04-29 09:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Distribution of population by group of country of birth and tenure status (population aged 18 and over),ILC_LVPS16,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Nights spent at tourist accommodation establishments by residents/non-residents,TIN00175,dataset,2025-04-29 09:00:00+00:00,2025-04-29 09:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Share of children (aged less than 18) living with their parents by type of household,ILC_LVPS20,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Nights spent at tourist accommodation establishments by country/world region of residence of the tourist,TIN00176,dataset,2025-04-29 09:00:00+00:00,2025-04-29 09:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Distribution of children (aged less than 18) by educational attainment level of their parents and income group,ILC_LVPS25,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Nights spent at tourist accommodation establishments by NACE,TIN00177,dataset,2025-04-29 09:00:00+00:00,2025-04-29 09:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
Distribution of population aged 65 and over by type of household,ILC_LVPS30,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodation (NACE Rev. 2, I, 55.1) (from 2012 onwards)",TIN00180,dataset,2025-04-29 09:00:00+00:00,2025-04-29 09:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
"Material deprivation for the 'Economic strain' dimension, by number of item of deprivation",ILC_MDDD01,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Number of establishments and bed-places,TIN00181,dataset,2025-04-29 09:00:00+00:00,2025-04-29 09:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
"Material deprivation for the 'Durables' dimension, by number of item of deprivation",ILC_MDDD02,dataset,2025-03-21 22:00:00+00:00,2024-05-28 21:00:00+00:00,2003,2020,2003.0,,2020.0,,ILC
Number of bed-places by NACE Rev.2 (I),TIN00182,dataset,2025-04-29 09:00:00+00:00,2025-04-29 09:00:00+00:00,2013,2024,2013.0,,2024.0,,TIN
"Material deprivation for the 'Economic strain' and 'Durables' dimensions, by number of item of deprivation",ILC_MDDD03,dataset,2025-03-21 22:00:00+00:00,2024-05-28 21:00:00+00:00,2003,2020,2003.0,,2020.0,,ILC
Persons participating in tourism for personal purposes - number of tourists,TIN00185,dataset,2025-02-27 22:00:00+00:00,2025-02-27 22:00:00+00:00,2012,2023,2012.0,,2023.0,,TIN
"Material deprivation for the 'Housing' dimension, by household type, poverty status and by number of items of deprivation",ILC_MDDD04A,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Persons participating in tourism for personal purposes by age group - number of tourists,TIN00187,dataset,2025-02-27 22:00:00+00:00,2025-02-27 22:00:00+00:00,2012,2023,2012.0,,2023.0,,TIN
"Material deprivation for the 'Housing' dimension, by age, sex and by number of item of deprivation",ILC_MDDD04B,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Trips by duration of the trip,TIN00189,dataset,2025-02-27 22:00:00+00:00,2025-02-27 22:00:00+00:00,2012,2023,2012.0,,2023.0,,TIN
Trips by detailed country/world region of main destination,TIN00190,dataset,2025-02-27 22:00:00+00:00,2025-02-27 22:00:00+00:00,2012,2023,2012.0,,2023.0,,TIN
"Material deprivation for the 'Environment' dimension, by number of item of deprivation",ILC_MDDD05,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Nights spent by duration of the trip,TIN00192,dataset,2025-02-27 22:00:00+00:00,2025-02-27 22:00:00+00:00,2012,2023,2012.0,,2023.0,,TIN
Severe material deprivation rate by age and sex,ILC_MDDD11,dataset,2025-03-21 22:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2020,2003.0,,2020.0,,ILC
Nights spent by detailed country/world region of the main destination,TIN00193,dataset,2025-02-27 22:00:00+00:00,2025-02-27 22:00:00+00:00,2012,2023,2012.0,,2023.0,,TIN
Expenditure by category of expenditure,TIN00194,dataset,2025-04-15 09:00:00+00:00,2025-04-15 09:00:00+00:00,2012,2023,2012.0,,2023.0,,TIN
Severe material deprivation rate by most frequent activity status (population aged 18 and over),ILC_MDDD12,dataset,2025-03-21 22:00:00+00:00,2023-12-21 22:00:00+00:00,2003,2020,2003.0,,2020.0,,ILC
Average expenditure per trip,TIN00195,dataset,2025-04-15 09:00:00+00:00,2025-04-15 09:00:00+00:00,2012,2023,2012.0,,2023.0,,TIN
Average expenditure per night,TIN00196,dataset,2025-04-15 09:00:00+00:00,2025-04-15 09:00:00+00:00,2012,2023,2012.0,,2023.0,,TIN
"Gross non-performing loans, domestic and foreign entities - % of gross loans",TIPSBD10,dataset,2024-07-25 09:00:00+00:00,2024-07-25 09:00:00+00:00,2007,2023,2007.0,,2023.0,,TIPSBD
"Consolidated banking leverage, domestic and foreign entities (asset-to-equity multiple)",TIPSBD20,dataset,2024-01-03 22:00:00+00:00,2024-01-03 22:00:00+00:00,2007,2022,2007.0,,2022.0,,TIPSBD
Tier-1 capital ratio banking sector,TIPSBD30,dataset,2024-07-15 21:00:00+00:00,2024-07-15 21:00:00+00:00,2007,2023,2007.0,,2023.0,,TIPSBD
Return on equity of banks,TIPSBD40,dataset,2024-07-11 21:00:00+00:00,2024-07-11 21:00:00+00:00,2007,2023,2007.0,,2023.0,,TIPSBD
Severe material deprivation rate by income quintile and household type,ILC_MDDD13,dataset,2025-03-21 22:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2020,2003.0,,2020.0,,ILC
Current account balance - 3 year average,TIPSBP10,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
"Direct investment liabilities (stocks) - annual data, % of GDP",TIPSBP100,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Severe material deprivation rate by educational attainment level (population aged 18 and over),ILC_MDDD14,dataset,2025-03-21 22:00:00+00:00,2023-12-21 22:00:00+00:00,2003,2020,2003.0,,2020.0,,ILC
"Current account, main components, net balance - annual data, % of GDP",TIPSBP11,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Severe material deprivation rate by group of citizenship (population aged 18 and over),ILC_MDDD15,dataset,2025-03-21 22:00:00+00:00,2023-12-21 22:00:00+00:00,2003,2020,2003.0,,2020.0,,ILC
"Current account, main component, credit - annual data, % of GDP",TIPSBP12,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Severe material deprivation rate by group of country of birth (population aged 18 and over),ILC_MDDD16,dataset,2025-03-21 22:00:00+00:00,2023-12-21 22:00:00+00:00,2003,2020,2003.0,,2020.0,,ILC
"Current account, main components, debit - annual data, % of GDP",TIPSBP13,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
